STARBUCKS,5713025170.0,Tamika,5 TO 9
STATEN ISLAND ELECTROLUX,3476029391.0,Ezekiel,10 TO 19
STATERA,7203460070.0,Carl,20 TO 49
STATES FIRE PROTECTION WESTERN,4803515000.0,Ashley,5 TO 9
"STATES, ROBIN RENEE LPN",4237657679.0,Robin,5 TO 9
STATESIDE,4012035417.0,Ronald,5 TO 9
STATESIDE SANDWICHES,5617575168.0,Steven,5 TO 9
STATESMAN MANAGEMENT LLC,4802729870.0,Less,10 TO 19
"STATESON, JONATHAN Y DDS",2107275350.0,Jonathan,5 TO 9
STATESVILLE MECHANICAL,7049020375.0,Larry,5 TO 9
STATEWIDE COMMERCIAL ROOFING,4102992586.0,Chris,10 TO 19
STATEWIDE CONCRETE DAMPROOFING,4012658961.0,Ian,5 TO 9
STATEWIDE CONTRACT SVC,5419538307.0,Cedric,5 TO 9
STATEWIDE CONTRACTORS INC,8049387729.0,Isaiah,5 TO 9
STATEWIDE INSURANCE,4233810267.0,Chad,5 TO 9
STATEWIDE MEDICAL SVC LLC,7605009411.0,Garabet,5 TO 9
STATEWIDE PLUMBING LLC,8046580727.0,Harry,10 TO 19
STATEWIDE PROCESS SERVERS,8018094133.0,Less,20 TO 49
STATEWIDE PUBLIC ADJUSTING SVC,3052444247.0,Gustavo,10 TO 19
STATEWIDE ROOFING  SIDING,8012597199.0,Lee,50 TO 99
STATEWIDE TAXI,4077211302.0,Michele,10 TO 19
STATEWIDE TOWING,9073159205.0,Thomas,5 TO 9
STATEWIDE WATERPROOFING,5732303969.0,Ron,10 TO 19
"STATHOPOULOS, ANGELA DDS",8477788170.0,Angela,5 TO 9
STATIC SALON,2603194015.0,Laura,5 TO 9
STATION,2092064085.0,Tammy,5 TO 9
STATION,2069311357.0,Jose,5 TO 9
STATION 43,4408360043.0,Michael,20 TO 49
STATION BAR & LOUNGE LLC,8083849963.0,Blane,5 TO 9
STATION CAMP BAPTIST CHURCH,6155137269.0,Chris,5 TO 9
STATION FAMILY RESTAURANT,2192083132.0,Edra,5 TO 9
STATION HOUSE AT SOKOL PARK,4026584465.0,Dee,20 TO 49
STATION HOUSE RSTRNT LANTANA,5618015000.0,Steve,5 TO 9
STATION PARK LLC,5166590900.0,Howard,5 TO 9
STATION PIZZA PUB,5037195010.0,Jim,5 TO 9
STATION RECTORY,5156064069.0,Stephen,5 TO 9
STATION RESTAURANT,8022312530.0,Bonni,5 TO 9
STATISTICAL  EDUCATIONAL SVC,8325772963.0,Brian,10 TO 19
"STATMAN, BRIANNA R",3102705523.0,Brianna,10 TO 19
"STATON, ALYSSA",5013265502.0,Alyssa,10 TO 19
"STATON, DEANNA M",5179749303.0,Deanna,10 TO 19
"STATON, HANNAH ROSE DPT",9105831762.0,Hannah Rose,5 TO 9
"STATON, JANICE",7576326824.0,Janice,5 TO 9
"STATTELMAN, CORY A DPT",7027285735.0,Cory,5 TO 9
"STATUM, KASEY A MD",8322424735.0,Kasey,10 TO 19
STATUS GRANITE LLC,3145184362.0,Vincent,5 TO 9
"STAUB, JANET B",2069722420.0,Janet,5 TO 9
"STAUB, PERPETUA MD",7173166967.0,Perpetua,5 TO 9
"STAUBER, HEIDI",2062503396.0,Heidi,10 TO 19
"STAUBLE, STEPHANIE F",5025486361.0,Stephanie,20 TO 49
"STAUDINGER, CHRISTOPHER MD",3864666044.0,Christopher,5 TO 9
"STAUFFER, SARAH",9373614601.0,Sarah,5 TO 9
STAUFFERS PLUMBING,8012052763.0,Less,5 to 9
STAUNTON CHRYSLER DODGE JEEP,6186230878.0,John,5 TO 9
STAUP INSURANCE GROUP,9168388088.0,Robert,20 TO 49
"STAVROPOULOS, JOHN",7734979474.0,John,5 TO 9
"STAVROPOULOS, MARY F DDS",6087694364.0,Mary,5 TO 9
"STAWICKI, SUZANNE",6145373707.0,Suzanne,10 TO 19
STAX WINGS,9014408255.0,Unknown,5 TO 9
STAY AT HOME,8653004612.0,Andy,5 TO 9
STAY AT HOME CARE,2039094887.0,Rita,5 TO 9
STAY AT HOME CARE,7034021172.0,Cathy,5 TO 9
STAY AT HOME OF NW ATLANTA,4048553335.0,Beverly,5 TO 9
STAY AT HOME PETS,7049656891.0,Patti,10 TO 19
STAY CLASSY TRANSPORTATION INC,6193570723.0,Modaser,5 TO 9
STAY CLEAN,7542810287.0,Jamell,10 TO 19
STAY COOL TEXAS INC,5127188115.0,Jason,10 TO 19
STAY DRI ROOFING,5133192233.0,Jay,5 TO 9
STAY DRY ROOFING,3145617213.0,Dustin,10 TO 19
STAY DRY WATERPROOFING LLC,4438643868.0,Ken,5 TO 9
STAY FIRST RANK SEO,4025906333.0,Kantanan,10 TO 19
STAY FIT,7409718990.0,Adam,5 TO 9
STAY FRESH CLEANING SVC,7342102227.0,Audri,5 TO 9
STAY HEALTHY,7542355784.0,Roseline,10 TO 19
STAY HEALTHY OF LAS VEGAS INC,7024753341.0,Wayne,10 TO 19
STAY HOME MOBILE VET CLINIC,3309042129.0,Sarah,10 TO 19
STAY LOVED TRANSPORTATION,7329002524.0,Latoya,5 TO 9
STAY MORE EXTENDED STUDIOS,4074805000.0,Jimmy,20 TO 49
STAY N PLAY CHILD CARE,5413318537.0,Yolonda,100 TO 249
STAY STOPPED RECOVERY SUPPORT,7869916067.0,Curtis,5 TO 9
STAY STRONG CROSSFIT,2489617723.0,Trish,20 TO 49
STAY TRADITIONAL,5053193154.0,Heriberto,5 TO 9
STAY TRUE 2 YOURSELF TATTOO,6154107913.0,Darrell,5 TO 9
STAY-PLAY MARKETING GROUP LLC,4073769612.0,Terri Kr,5 TO 9
STAYBRIDGE SUITES,2254565430.0,Sandy,20 TO 49
STAYBRIDGE SUITES,4344652621.0,Jimmy,50 TO 99
STAYBRIDGE SUITES,4349564375.0,Jimmy,50 TO 99
"STAYTON, ELIZABETH E MD",4236097953.0,Elizabeth,10 TO 19
STC WAREHOUSE,3147768211.0,Bill,10 TO 19
STCLAIR RESORT HOMES,7176457268.0,Daryl,5 TO 9
STCLAIRE,7072354029.0,Christian St,5 TO 9
STCYR INDUSTRIES,4703985169.0,Tony St,5 TO 9
STD TESTING HOUSTON,2818463796.0,Ross,10 TO 19
STD TESTING JACKSONVILLE,9044374823.0,Melissa,5 TO 9
STD TESTING LOUISVILLE,5027167312.0,David,10 TO 19
STEADFAST BEHAVIORAL HEALTH,5614009546.0,Mark,5 TO 9
STEADFAST CAPITAL MARKETS,9497483001.0,Angela,20 TO 49
STEADFAST DISTRIBUTORS,5183800700.0,Dwain,100 TO 249
STEADFAST HOME CARE SVC LLC,7039461664.0,Mosun,20 TO 49
STEADFAST LOGISTICS INC,8132989285.0,Rafael,5 TO 9
STEADFAST MEDICAL STAFFING LLC,7572155716.0,Lisa,5 TO 9
STEADFAST SENIOR CARE,7148698072.0,Dinah,20 TO 49
STEADY FILM PRODUCTIONS,9197495302.0,Joshua,5 TO 9
STEADY HOUSE FOUNDATION REPAIR,2148866857.0,Philip,20 TO 49
STEADY STEPS HM HEALTH  REHAB,8572720302.0,Kunjal,10 TO 19
STEADYMED,5105893268.0,Jonathan,10 TO 19
STEAK  STONE OF GILBERT LLC,4803933285.0,Brittanie,5 TO 9
STEAK 'N SHAKE,3522054950.0,Sharon,20 TO 49
STEAK 'N SHAKE,7047469231.0,Jason,20 TO 49
STEAK 'N SHAKE,5404718406.0,Matthew,5 TO 9
STEAK 'N SHAKE,8596445301.0,Ryan,20 TO 49
STEAK 'N SHAKE,4694783101.0,Earle,10 TO 19
STEAK 'N SHAKE,4173728917.0,Michael,5 TO 9
STEAK 'N SHAKE,6159302981.0,Less,20 TO 49
STEAK KING,5059084259.0,David,5 TO 9
STEAK LIFE,6304429285.0,Evan,5 TO 9
STEAKHAUS PRODUCTIONS LLC,3233834719.0,Felix,10 TO 19
STEAKS N STUFF,2077622200.0,Jimmy,5 TO 9
STEAL NETWORK LLC,8018193811.0,Less,10 TO 19
STEALTH BUILDERS,9518305396.0,John,5 TO 9
STEALTH INTEGRATION LLC,8432911832.0,Alonzo,10 TO 19
STEALTHSTAYSTEALTHSTAY.COM,2097651634.0,Sean,5 TO 9
STEALTHVID INC,3145749094.0,Aaron,20 TO 49
STEAM BASKETBALL CLUB,7739524316.0,Ron,50 TO 99
STEAM CAFE,2017062489.0,Christina,10 TO 19
STEAM CLEAN,9287159034.0,Michael,5 TO 9
STEAM CROW LLC,4803812182.0,Dawna,5 TO 9
STEAM IT,4088020225.0,Ana,5 TO 9
STEAM MASTER,7813898139.0,Raul,5 TO 9
STEAM MAX CARPET  AIR DUCT,7705005352.0,Daniel,10 TO 19
STEAM MEDICAL INC,8584085988.0,Dung,5 TO 9
STEAM ON WHEELS INC,7733690000.0,Mark,50 TO 99
STEAM TURBINE SVC INC,2073320694.0,Charlie,500 TO 999
STEAM WITH US,4256475062.0,Lukas,5 TO 9
STEAMATIC OF COLUMBUS,7069141668.0,Chris,5 TO 9
STEAMATIC OF VA PENINSULA,7575852600.0,Stefan,5 TO 9
STEAMATIC SERVICES OF JOPLIN,4177127564.0,Don,5 TO 9
STEAMBOAT BARBERSHOP,9707613777.0,John,5 TO 9
STEAMERS CARPET CLEANING INC,2529458312.0,Everette,20 TO 49
STEAMERS FAMILY BUFFET,9109913118.0,Tina,5 TO 9
STEAMIN SPUTS,7754538486.0,Willard,5 TO 9
STEAMLUX,9042409324.0,Gerald,5 TO 9
STEAMPOWER COLORADO INC,9705802704.0,Steven,5 TO 9
STEAMPUNK COFFE BAR  KITCHEN,3235334482.0,Mario Di,10 TO 19
STEAMWHISTLE COFFEE ROASTERS,2193233530.0,Tracee,5 TO 9
STEARMAN BIPLANE RIDES,5402193259.0,David,5 TO 9
"STEARMAN, LAURA DIANE MD",4056573825.0,Laura Diane,5 TO 9
STEARNS LENDING,6309087347.0,Brent,5 TO 9
STEARNS LENDING INC,6232231306.0,Ricky,5 TO 9
"STEARNS, ANNE L DDS",7204007325.0,Anne,5 TO 9
"STEARNS, BETHANY L",6158709070.0,Bethany,5 TO 9
"STEARNS, PAMELA JO",5746120233.0,Pamela,5 TO 9
"STEARNS, PATRICIA J",9893023336.0,Patricia,10 TO 19
"STEARNS, TOREN PAGE MD",2093663665.0,Toren,20 TO 49
"STEARS, KAILYNNE D",3092619008.0,Kailynne,5 TO 9
STEBBINGS ELECTRICAL SVC INC,7605252785.0,Mark,10 TO 19
"STECIUK, NATALIE",9734769072.0,Natalie,5 TO 9
STECKI CONSTRUCTION INC,4356020783.0,Less,5 TO 9
STEDMAN FOR SENATE,9078212378.0,Bert,5 TO 9
"STEDMAN, BRITTANY L",2149264707.0,Brittany,5 TO 9
